Date,Time,Trade Name,Generic Name,Quantity,Amount,Profit,Dispenser
31/12/2021,10:19 pm,Ocid Caps 10x10,Ocid Caps 10x10,2,7800,450,CRISTOPHER
31/12/2021,10:19 pm,Toff-Plus Caps,Toff-Plus Caps,4,30400,1000,CRISTOPHER
31/12/2021,10:19 pm,Cefixime 400mg Caps Virexim (C),Cefixime 400mg Caps (C),1,77500,1000,CRISTOPHER
31/12/2021,10:19 pm,Flucap Capsules,Flucap Capsules,3,34500,1800,CRISTOPHER
31/12/2021,10:19 pm,Piroxicam Cadila Caps 100s,Piroxicam,5,17250,375,CRISTOPHER
31/12/2021,10:19 pm,Chloramphenicol Caps 100s,Chloramphenicol Caps 100's,3,33000,1500,CRISTOPHER
31/12/2021,10:19 pm,Fluconazole(India) 200mg,Fluconazole(India) 200mg,5,25000,-250,CRISTOPHER
31/12/2021,10:19 pm,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,5,52500,2500,CRISTOPHER
31/12/2021,10:19 pm,Menthoxyl Herbal Loz.,Menthoxyl Herbal Loz.,50,17500,200,CRISTOPHER
31/12/2021,10:19 pm,Metro Tab F/c 100s,Metro Tab F/c 100's,8,24800,5000,CRISTOPHER
31/12/2021,10:19 pm,Cofta Tabs 100s,Cofta Tabs 100's,0,0,0,CRISTOPHER
31/12/2021,10:19 pm,Curamol Tabs 100s,Curamol Tabs 100's,2,21000,700,CRISTOPHER
31/12/2021,10:19 pm,Zink Sulphate 20mg,Zink Sulphate 20mg,2,11000,3000,CRISTOPHER
31/12/2021,10:19 pm,ERYTHYL SYRUP,ERYTHYL SYRUP,3,9300,1200,CRISTOPHER
31/12/2021,10:19 pm,Cetamol Syrup 60ml,Cetamol Syrup 60ml,5,12500,1500,CRISTOPHER
31/12/2021,10:19 pm,Nystatin Syrup 30ml,Nystatin Syrup 30ml,3,5250,450,CRISTOPHER
31/12/2021,10:19 pm,Medicloamp,Medicloamp,5,15500,1000,CRISTOPHER
31/12/2021,10:19 pm,CHLOROCID,CHLOROCID,5,14500,1000,CRISTOPHER
31/12/2021,10:19 pm,Cough Linctus 200ml,Cough Linctus 200ml,15,18750,1500,CRISTOPHER
31/12/2021,10:19 pm,Kabuti Herbal Cough Syp,Kabuti Herbal Cough Syp,0,0,0,CRISTOPHER
31/12/2021,10:19 pm,Piritex Baby 60ml,Piritex Baby 60ml,0,0,0,CRISTOPHER
31/12/2021,10:19 pm,Piritex Jr 60ml,Piritex Jr 60ml,3,8850,270,CRISTOPHER
31/12/2021,10:19 pm,Apflu Syp 100ml,Apflu Syp 100ml,6,20400,750,CRISTOPHER
31/12/2021,10:19 pm,Glycerin Borex,Glycerin Borex,6,6600,600,CRISTOPHER
31/12/2021,10:19 pm,Zecuf Herbal Syp 100ml,Zecuf Herbal Syp 100ml,4,12400,800,CRISTOPHER
31/12/2021,10:19 pm,MCG,MCG,6,21600,4200,CRISTOPHER
31/12/2021,10:19 pm,Candiderm Cream 15 Mg,Candiderm Cream 15 Mg,6,27000,1620,CRISTOPHER
31/12/2021,10:19 pm,Dicloday Gel 30mg,Dicloday Gel 30mg,5,10000,500,CRISTOPHER
31/12/2021,10:19 pm,Unisten Cream,Unisten Cream,6,7200,600.000006,CRISTOPHER
31/12/2021,10:19 pm,Ecodax-G Cream,Ecodax-G Cream,2,5300,200,CRISTOPHER
31/12/2021,10:19 pm,Skderm Cream 15g,Skderm Cream 15g,8,18200,1240,CRISTOPHER
31/12/2021,10:19 pm,Fungnil Cream,Fungnil Cream,8,13200,1400,CRISTOPHER
31/12/2021,10:19 pm,Betaderm N Cream 15g,Betaderm N Cream 15g,3,8100,300,CRISTOPHER
31/12/2021,10:19 pm,Calamine Lotion,Calamine Lotion,3,5550,300,CRISTOPHER
31/12/2021,10:19 pm,Nystatine V/ Pessaries 15s,Nystatine V/ Pessaries 15's,3,5850,2444.59461,CRISTOPHER
31/12/2021,10:19 pm,Clotrimazole Pessaries,Clotrimazole,3,4950,750,CRISTOPHER
31/12/2021,10:19 pm,Kiss Condom Strawberry,Condom,24,19200,3600,CRISTOPHER
31/12/2021,10:19 pm,O Condom,O Condom,24,26400,2400,CRISTOPHER
31/12/2021,10:19 pm,Kiss Condom Classic,Condom,24,14400,2400,CRISTOPHER
31/12/2021,10:19 pm,Adhesive Plaster 10cm,Adhesive Plaster 10cm,1,3450,100,CRISTOPHER
31/12/2021,10:19 pm,Blood Lancets 100s,Blood Lancets 100's,1,3500,800,CRISTOPHER
31/12/2021,10:19 pm,Malaria Test Kits,Malaria Test Kits,25,25000,3000,CRISTOPHER
31/12/2021,10:19 pm,Back-Up emerg-pill,Back-Up emerg-pill,10,25000,2000,CRISTOPHER
31/12/2021,10:19 pm,Penegra Tabs 50mg 4s,Penegra Tabs 50mg 4's,5,14000,1125,CRISTOPHER
31/12/2021,10:19 pm,Penegra Tabs 100mg 4s,Penegra Tabs 100mg 4's,5,18500,625,CRISTOPHER
31/12/2021,10:19 pm,Ors-Flavoured,ORS-Flavoured,0,0,0,CRISTOPHER
31/12/2021,10:19 pm,Ors-Non Orange,Ors-Non Orange,10,2500,100,CRISTOPHER
31/12/2021,10:19 pm,Surgical Spirit 100ml,Surgical Spirit 100ml,3,5700,300,CRISTOPHER
31/12/2021,10:19 pm,Crepe Bandage 5cm,Crepe Bandage 5cm,6,4500,720,CRISTOPHER
31/12/2021,9:49 pm,Lonart Tab 24s,Lonart Tab 24's,20,43000,3000,CRISTOPHER
31/12/2021,9:49 pm,Coldafex Tab 200s,Coldafex Tab 200's,0,0,0,CRISTOPHER
31/12/2021,9:49 pm,Prednisolene Tabs 10x10,Prednisolene Tabs 10x10,5,12000,1500,CRISTOPHER
31/12/2021,9:49 pm,Piriton Tab 10x10,Piriton Tab 10x10,5,7500,750,CRISTOPHER
31/12/2021,9:49 pm,Sinarest 50x4 Tab,Sinarest 50x4 Tab,0,0,0,CRISTOPHER
31/12/2021,9:49 pm,Flucap Capsules,Flucap Capsules,2,23000,1200,CRISTOPHER
31/12/2021,9:49 pm,Dexona Tabs 100s,Dexona Tabs 100's,5,10750,1125,CRISTOPHER
31/12/2021,9:49 pm,Nifelat 20mg-R Tab 10x10(Cyprus),Nifelat 20mg-R Tab 10x10(Cyprus),2,34600,619.41748,CRISTOPHER
31/12/2021,9:49 pm,Losacar H,Losacar H,2,25800,800,CRISTOPHER
31/12/2021,9:49 pm,Salbutamol Tabs 10x10,Salbutamol Tabs 10x10,5,7500,2500,CRISTOPHER
31/12/2021,9:49 pm,Amlodac 10mg,Amlodac 10mg,2,25999.98,1199.98,CRISTOPHER
31/12/2021,9:49 pm,Paradenk Supp 250mg,Paradenk Supp 250mg,1,8750,470,CRISTOPHER
31/12/2021,9:49 pm,Piroxicam Cadila Caps 100s,Piroxicam,5,17250,375,CRISTOPHER
31/12/2021,9:49 pm,Dynapar Tabs 100s,Dynapar Tabs 100's,5,51000,1500,CRISTOPHER
31/12/2021,9:49 pm,Panadol Extra 100s,Panadol Extra 100's,2,27000,1782,CRISTOPHER
31/12/2021,9:49 pm,Paracetamol tabs,Paracetamol tabs,20,51000,1000,CRISTOPHER
31/12/2021,9:49 pm,Menthoxyl Herbal Loz.,Menthoxyl Herbal Loz.,50,17500,200,CRISTOPHER
31/12/2021,9:49 pm,Betaderm N Cream 15g,Betaderm N Cream 15g,5,13500,500,CRISTOPHER
31/12/2021,9:49 pm,MCG,MCG,10,36000,7000,CRISTOPHER
31/12/2021,9:49 pm,Skderm Cream 30mg,Skderm Cream 30mg,8,26000,1040,CRISTOPHER
31/12/2021,9:49 pm,Skderm Cream 15g,Skderm Cream 15g,8,18200,1240,CRISTOPHER
31/12/2021,9:49 pm,Giving Sets,Giving Sets,50,18500,2500,CRISTOPHER
31/12/2021,9:49 pm,Normal Saline 500mls,Normal Saline 500mls,30,48000,3000,CRISTOPHER
31/12/2021,9:49 pm,Syringe 5ml,Syringes 5ml,300,46500,2100,CRISTOPHER
31/12/2021,9:49 pm,Syringe 2ml,Syringes 2ml,300,46500,3000,CRISTOPHER
31/12/2021,9:49 pm,Syringe 10ml,Syringe 10ml,200,70000,4600,CRISTOPHER
31/12/2021,9:49 pm,Surgical Gloves 7.5,Surgical Gloves 7.5,50,52500,4000,CRISTOPHER
31/12/2021,9:49 pm,Calamine Lotion,Calamine Lotion,5,9250,500,CRISTOPHER
31/12/2021,9:49 pm,Surgical Spirit 100ml,Surgical Spirit 100ml,4,7600,400,CRISTOPHER
31/12/2021,9:49 pm,Probeta N Eye Drop,Probeta N Eye Drop,10,0,-28500,CRISTOPHER
31/12/2021,9:49 pm,AmoxiClav denk 500mg/62.5,AmoxiClav denk 500mg/62.5,2,40800,2820,CRISTOPHER
31/12/2021,9:49 pm,Septrine Tab 480mg 100s,Septrine Tab 480mg 100's,5,20000,1500,CRISTOPHER
31/12/2021,9:49 pm,Brufen Tabs 100s,Brufen Tabs 100's,3,7200,1050,CRISTOPHER
31/12/2021,9:49 pm,Amoxicillin Caps 250mg 10x10,Amoxicillin Caps 250mg 10x10,3,17700,1200,CRISTOPHER
31/12/2021,9:49 pm,Metro Tab F/c 100s,Metro Tab F/c 100's,10,31000,6250,CRISTOPHER
31/12/2021,9:49 pm,Doxycline Caps 100s,Doxycline Caps 100's,3,21600,1200,CRISTOPHER
31/12/2021,9:49 pm,Erythromycin Tabs 250mg,Erythromycin Tabs 250mg,4,38800,2000,CRISTOPHER
31/12/2021,9:49 pm,Cefixime 400mg Caps Virexim (C),Cefixime 400mg Caps (C),1,77500,1000,CRISTOPHER
31/12/2021,9:49 pm,Ampiclox Caps (India) 10x10,Ampiclox Caps (India) 10x10,4,42000,2000,CRISTOPHER
31/12/2021,9:49 pm,Rohisol Syp 15ml,Rohisol Syp 15ml,6,10800,1200,CRISTOPHER
31/12/2021,9:49 pm,Unixil Syp 100ml,Unixil Syp 100ml,5,8500,1750,CRISTOPHER
31/12/2021,9:49 pm,Curamol Syp 60ml,Curamol Syp 60ml,5,5500,870,CRISTOPHER
31/12/2021,9:49 pm,CHLOROCID,CHLOROCID,5,14500,1000,CRISTOPHER
31/12/2021,9:49 pm,Flucap Syp 100ml,Flucap Syp 100ml,5,17000,3000,CRISTOPHER
31/12/2021,9:49 pm,Gabogola Syp,Gabogola Syp,0,0,0,CRISTOPHER
31/12/2021,9:49 pm,Cough Linctus 200ml,Cough Linctus 200ml,10,12500,1000,CRISTOPHER
31/12/2021,9:49 pm,Piritex Baby 60ml,Piritex Baby 60ml,0,0,0,CRISTOPHER
31/12/2021,9:49 pm,Piritex Jr 60ml,Piritex Jr 60ml,8,23600,720,CRISTOPHER
31/12/2021,9:49 pm,Promethazine Syp 60ml,Promethazine Syp 60ml,0,0,0,CRISTOPHER
31/12/2021,9:49 pm,Ascoril Expct Syp 100ml,Ascoril Expct Syp 100ml,0,0,0,CRISTOPHER
31/12/2021,9:49 pm,Apidone Syp,Apidone Syp,0,0,0,CRISTOPHER
31/12/2021,9:49 pm,Apflu Syp 100ml,Apflu Syp 100ml,6,20400,750,CRISTOPHER
31/12/2021,9:49 pm,Zaha Susp 15mg,Zaha Susp 15mg,5,21000,1125,CRISTOPHER
31/12/2021,9:49 pm,Kabuti Herbal Cough Syp,Kabuti Herbal Cough Syp,0,0,0,CRISTOPHER
31/12/2021,8:10 pm,Phenytoin Caps 100s,Phenytoin Caps 100's,7,70000,2800,MOSESI
31/12/2021,8:10 pm,Nitrofurantoin Tabs 100s Agog,Nitrofurantoin Tabs 100's Agog,2.4,10560,2880,MOSESI
31/12/2021,8:10 pm,Nitrofurantoin Tabs 100s Agog,Nitrofurantoin Tabs 100's Agog,4.6,20240,1840,MOSESI
31/12/2021,8:10 pm,Koff Go Syp,Koff Go Syp,4,12800,800,MOSESI
31/12/2021,8:10 pm,Koff Go Syp,Koff Go Syp,8,25600,1600,MOSESI
31/12/2021,8:10 pm,Ferrous + Folicacid 100s,Ferrous + Folicacid 100's,10,37000,2000,MOSESI
31/12/2021,8:10 pm,Oraxin Syp 100ml,Oraxin Syp 100ml,3,12900,900,MOSESI
31/12/2021,8:10 pm,Vitamin A 200.000 IU Caps 30s,Vitamin A 200.000 IU Caps 30's,2,25800,1600,MOSESI
31/12/2021,8:10 pm,Sinurhon Syp 100ml,Sinurhon Syp 100ml,8,25600,1600,MOSESI
31/12/2021,8:10 pm,Jack & Jill Syp,Jack & Jill Syp,8,24000,3323.0776,MOSESI
31/12/2021,8:10 pm,Jack & Jill Syp,Jack & Jill Syp,2,6000,400,MOSESI
31/12/2021,8:10 pm,Postinor 2,Postinor 2,10,67000,2000,MOSESI
31/12/2021,8:10 pm,Diazepam/cozepam Tabs 5mg,Diazepam/cozepam Tabs 5mg,10,50000,5000,MOSESI
31/12/2021,8:10 pm,Metodine Df Syp 60ml,Metodine Df Syp 60ml,10,42000,2000,MOSESI
31/12/2021,8:10 pm,Toractin Tabs 100s,Toractin Tabs 100's,25,142500,7500,MOSESI
31/12/2021,8:10 pm,Toractin Tabs 100s,Toractin Tabs 100's,5,28500,1500,MOSESI
31/12/2021,8:10 pm,Toractin Syp 100ml,Toractin Syp 100ml,20,67000,3500,MOSESI
31/12/2021,8:10 pm,No-Sores Cream,No-Sores Cream,12,33000,600,MOSESI
31/12/2021,8:10 pm,Fungnil Cream,Fungnil Cream,24,36000,600,MOSESI
31/12/2021,8:10 pm,Neomycin Cream,Neomycin Cream,12,30600,600,MOSESI
31/12/2021,8:10 pm,Torex Tabs,Torex Tabs,10,151000,1000,MOSESI
31/12/2021,8:10 pm,Piritex Baby 60ml,Piritex Baby 60ml,100,255000,-1000,MOSESI
31/12/2021,8:10 pm,Paracetamol 60ml (Mediphrm),Paracetamol 60ml (Mediphrm),100,90000,5000,MOSESI
31/12/2021,8:10 pm,Eno Scht 48,Eno Scht 48,228,72960,47.500152,MOSESI
31/12/2021,8:10 pm,Eno Scht 48,Eno Scht 48,252,80640,0,MOSESI
31/12/2021,8:10 pm,Normal Saline 500mls,Normal Saline 500mls,120,183000,3000,MOSESI
31/12/2021,8:10 pm,Tamsulosin caps 400mg 30s,Tamsulosin caps 400mg 30's,6,72600,600,MOSESI
31/12/2021,8:10 pm,Ascoril Expct Syp 100ml,Ascoril Expct Syp 100ml,40,228000,1000,MOSESI
31/12/2021,8:10 pm,Dextrose 500ml,Dextrose 500ml,120,183000,3000,MOSESI
31/12/2021,8:10 pm,Metro Tab U/c 100s,Metro Tab U/c 100's,40,83000,1000,MOSESI
31/12/2021,8:10 pm,Metro Tab U/c 100s,Metro Tab U/c 100's,20,41500,500,MOSESI
31/12/2021,8:10 pm,Universal Liniment 100ml,Universal Liniment 100ml,82,168100,4100,MOSESI
31/12/2021,8:10 pm,Universal Liniment 100ml,Universal Liniment 100ml,18,36900,-450,MOSESI
31/12/2021,8:10 pm,Rabeprazole Inj (cheap),Ranitidine Inj.,93,199950,-4959.69,MOSESI
31/12/2021,8:10 pm,Rabeprazole Inj (cheap),Ranitidine Inj.,7,15050,-350,MOSESI
31/12/2021,8:10 pm,Artesunate Inj. 60ml,Artesunate Inj. 60ml,393,1041450,19650,MOSESI
31/12/2021,8:10 pm,Artesunate Inj. 60ml,Artesunate Inj. 60ml,567,1502550,56700,MOSESI
31/12/2021,8:10 pm,Yeco herbal syrp,Yeco herbal syrp,100,185000,5000,MOSESI
31/12/2021,8:10 pm,Yeco-Anti-Ulcer,Yeco-Anti-Ulcer,60,303000,3000,MOSESI
31/12/2021,8:10 pm,Cefixime 400mg Caps Virexim (C),Cefixime 400mg Caps (C),3,230400,900,MOSESI
31/12/2021,7:54 pm,Alfoxan 500 tab 10x10,Alfoxan 500 tab 10x10,2,1000,490,lillian
31/12/2021,7:54 pm,Amoxicillin Caps 250mg 10x10,Amoxicillin Caps 250mg 10x10,20,2000,820,lillian
31/12/2021,7:54 pm,Duramox Syp .250mg,Duramox Syp .250mg,1,11000,2000,lillian
31/12/2021,7:54 pm,Panadol Extra 100s,Panadol Extra 100's,10,2000,650,lillian
31/12/2021,7:54 pm,Azilide 500mg tab 3s,Azilide 500mg tab 3's,3,4500,1725,lillian
31/12/2021,7:54 pm,Nat B Caps 30s,Nat B Caps 30's,10,7000,1366.67,lillian
31/12/2021,7:54 pm,Vitamin C tabs 100s,Vitamin C tabs 100's,20,2000,1520,lillian
31/12/2021,7:54 pm,Zink Sulphate 20mg,Zink Sulphate 20mg,20,4000,2900,lillian
31/12/2021,7:54 pm,Trendcal Tabs,Trendcal Tabs,10,7000,2000,lillian
31/12/2021,7:54 pm,Zithrox tabs 500mg 3s,Zithrox tabs 500mg 3's,3,6000,2100,lillian
31/12/2021,7:54 pm,Binozyt 500mg Tabs 3s,Binozyt 500mg Tabs 3s,3,9000,1500,lillian
31/12/2021,8:00 pm,Binozyt 500mg Tabs 3s,Binozyt 500mg Tabs 3s,1,7500,1200,MOSESI
31/12/2021,8:00 pm,Cough Linctus 1ltr,Cough Linctus 1ltr,1,4000,500,MOSESI
31/12/2021,7:58 pm,Artesunate Inj. 60ml,Artesunate Inj. 60ml,4,12000,1600,MOSESI
31/12/2021,7:31 pm,Xarelto 20mg 28s,Xarelto 20mg 28's,1,6000,1250,lillian
31/12/2021,7:31 pm,zecuf tabs 20s,zecuf tabs 20's,8,2000,760,lillian
31/12/2021,7:31 pm,Glycerin Borex,Glycerin Borex,1,2000,800,lillian
31/12/2021,7:31 pm,HCG Strips,HCG Strips,1,1000,700,lillian
31/12/2021,7:42 pm,Haemoforte Syp 200ml,Haemoforte Syp 200ml,1,6500,500,KIKOISHAKA
31/12/2021,7:30 pm,Cytotec Tabs 200mg,Cytotec Tabs 200mg,4,11200,1985.72,KIKOISHAKA
31/12/2021,7:27 pm,Betaderm N Cream 15g,Betaderm N Cream 15g,1,3500,800,lillian
31/12/2021,7:27 pm,Dynapar Tabs 100s,Dynapar Tabs 100's,5,1000,490,lillian
31/12/2021,7:27 pm,Azilide 500mg tab 3s,Azilide 500mg tab 3's,3,4500,1725,lillian
31/12/2021,7:17 pm,Baby Cream 30gm,Baby Cream 30gm,1,8500,1800,lillian
31/12/2021,7:17 pm,Dynapar Tabs 100s,Dynapar Tabs 100's,10,2000,980,lillian
31/12/2021,7:17 pm,Moxaforte caps 20s,Moxaforte caps 20's,15,12000,5250,lillian
31/12/2021,7:21 pm,Syringe 1ml,Syringes 1ml,45,20250,1350,CRISTOPHER
31/12/2021,7:21 pm,Diazepam 5mg/ml 2ml Amp,Diazepam 5mg/ml 2ml Amp,20,24000,12000,CRISTOPHER
31/12/2021,7:21 pm,Pethidine inj 100mg/2ml,Pethidine inj 100mg/2ml,20,100000,60600,CRISTOPHER
31/12/2021,7:20 pm,Paracetamol tabs,Paracetamol tabs,150,382500,7500,CRISTOPHER
31/12/2021,7:20 pm,Lonart Tab 24s,Lonart Tab 24's,300,615000,15000,CRISTOPHER
31/12/2021,6:57 pm,Alben Susp 10ml,Alben Susp 10ml,4,10000,3400,lillian
31/12/2021,6:57 pm,Lonart DS 6s,Lonart DS 6's,1,10000,2350,lillian
31/12/2021,6:57 pm,Panadol Extra 100s,Panadol Extra 100's,10,2000,650,lillian
31/12/2021,6:57 pm,Zink Sulphate 20mg,Zink Sulphate 20mg,10,2000,1500,lillian
31/12/2021,6:57 pm,Azithro 500mg (Turkey),Azithro 500mg,3,9000,2100,lillian
31/12/2021,6:57 pm,Dexona Tabs 100s,Dexona Tabs 100's,20,1000,570,lillian
31/12/2021,6:57 pm,Erythromycin Tabs 250mg,Erythromycin Tabs 250mg,10,2000,1030,lillian
31/12/2021,6:57 pm,Centipar Syp 30ml,Centipar Syp 30ml,1,3000,750,lillian
31/12/2021,6:57 pm,Apisal stuffy nose,Apisal stuffy nose,1,9000,2200,lillian
31/12/2021,6:57 pm,Griseofulivin 500mg 100s(India),Griseofulivin 500mg 100's(India),15,4500,1530,lillian
31/12/2021,6:57 pm,Albendazole Syp (C),Albendazole Syp (C),1,1500,550,lillian
31/12/2021,6:57 pm,ELOCOF SYR,ELOCOF SYR,1,3000,800,lillian
31/12/2021,6:57 pm,Duocetz Tabs 30s,Duocetz,10,10000,2500,lillian
31/12/2021,6:57 pm,Albendazole Tabs1s(Anthel),Albendazole Tabs1's(Anthel),2,2000,1200,lillian
31/12/2021,6:57 pm,Centipar Syp 30ml,Centipar Syp 30ml,4,12000,3000,lillian
31/12/2021,6:57 pm,Dexona Tabs 100s,Dexona Tabs 100's,20,1000,570,lillian
31/12/2021,6:57 pm,Catenol 50mg 30s,Catenol 50mg 30's,10,1000,370,lillian
31/12/2021,6:57 pm,Glyformin Tabs 500mg 10*10,Glyformin Tabs 500mg 10*10,10,2000,550,lillian
31/12/2021,6:57 pm,Ascoril Expct Syp 100ml,Ascoril Expct Syp 100ml,1,7500,1800,lillian
31/12/2021,6:57 pm,Flufed Tabs 10x10,Flufed Tabs 10x10,10,2000,1050,lillian
31/12/2021,6:57 pm,Kabuti Herbal Cough Syp,Kabuti Herbal Cough Syp,1,3000,900,lillian
31/12/2021,6:57 pm,Piroxicam Cadila Caps 100s,Piroxicam,10,1000,655,lillian
31/12/2021,6:57 pm,HIV Test Kit,HIV Test Kit,2,6000,4700,lillian
31/12/2021,6:57 pm,Septrine Tab 480mg 100s,Septrine Tab 480mg 100's,10,1000,600,lillian
31/12/2021,6:57 pm,HCG Strips,HCG Strips,2,2000,1400,lillian
31/12/2021,7:05 pm,Medical Evlps Plastic,Medical Evlps Plastic,20,36000,4000,CRISTOPHER
31/12/2021,7:05 pm,Mebendazole Tabs,Mebendazole Tabs,6,16200,1800,CRISTOPHER
31/12/2021,7:05 pm,Relcer Gel 180ml,Relcer Gel 180ml,5,34750,1200,CRISTOPHER
31/12/2021,7:05 pm,Enemex Enema Soln 120ml,Enemex Enema Soln 120ml,2,26000,2000,CRISTOPHER
31/12/2021,7:05 pm,Azithro 250mg (Swazi),Azithro 250mg (Swazi),20,42000,5000,CRISTOPHER
31/12/2021,7:05 pm,Panadol Extra 100s,Panadol Extra 100's,10,132000,5909.091,CRISTOPHER
31/12/2021,7:05 pm,Cough Linctus 1ltr,Cough Linctus 1ltr,20,74000,4000,CRISTOPHER
31/12/2021,1:47 pm,GV Paint,GV Paint,6,7200,1200,CRISTOPHER
31/12/2021,6:14 pm,Vitamin C tabs 100s,Vitamin C tabs 100's,10,1000,760,lillian
31/12/2021,6:14 pm,Zithrox tabs 500mg 3s,Zithrox tabs 500mg 3's,3,6000,2100,lillian
31/12/2021,6:14 pm,Ascoril Expct Syp 100ml,Ascoril Expct Syp 100ml,1,7500,1800,lillian
31/12/2021,6:14 pm,Amoxicillin Caps 250mg 10x10,Amoxicillin Caps 250mg 10x10,10,1000,410,lillian
31/12/2021,6:14 pm,Dexona Tabs 100s,Dexona Tabs 100's,10,500,285,lillian
31/12/2021,6:14 pm,Piriton Tab 10x10,Piriton Tab 10x10,10,500,350,lillian
31/12/2021,6:14 pm,Septrine Tab 480mg 100s,Septrine Tab 480mg 100's,5,500,300,lillian
31/12/2021,6:14 pm,Fungnil Cream,Fungnil Cream,1,2500,850,lillian
31/12/2021,6:14 pm,Zink Sulphate 20mg,Zink Sulphate 20mg,10,2000,1500,lillian
31/12/2021,6:14 pm,vaxato 10mg,vaxato,1,6500,1000,lillian
31/12/2021,6:14 pm,Atorvastatin 20mg Uk,Atorvastatin 20mg Uk,14,8400,1400,lillian
31/12/2021,6:14 pm,Orange-C Vitamin Chewable,Orange-C Vitamin Chewable,20,10000,4333.34,lillian
31/12/2021,6:14 pm,Esomelodan 40mg Tabs,Esomelodan,10,12000,1300,lillian
31/12/2021,6:14 pm,Coldease Caps 100s,Coldease Caps 100's,15,3000,1305,lillian
31/12/2021,6:14 pm,Azithro 500mg (Turkey),Azithro 500mg,3,9000,2100,lillian
31/12/2021,6:14 pm,Ultrasolv-Mucolytic/Expctrnt sy,Ultrasolv-Mucolytic/Expctrnt sy,1,14000,3700,lillian
31/12/2021,6:14 pm,Ocid Caps 10x10,Ocid Caps 10x10,10,2000,1610,lillian
31/12/2021,6:14 pm,Rivamox Caps 500mg,Rivamox Caps 500mg,15,6000,1500,lillian
31/12/2021,6:14 pm,HIV Test Kit,HIV Test Kit,1,3000,2350,lillian
31/12/2021,6:14 pm,Galvus tabs 50mg/500mg 60s,Galvus tabs 50mg/500mg 60's,1,2500,1300,lillian
31/12/2021,6:14 pm,Limitless C-Zinc,Limitless C-Zinc,10,5000,0,lillian
31/12/2021,6:14 pm,Mosedin Tabs 10mg 20s,Mosedin Tabs 10mg,3,3000,900,lillian
31/12/2021,6:14 pm,Azithro 250mg (Swazi),Azithro 250mg (Swazi),6,4500,2300.004,lillian
31/12/2021,6:43 pm,Nurotroy SR,Nurotroy SR,2,17000,2000,KIKOISHAKA
31/12/2021,5:58 pm,Mosedin Tabs 10mg 20s,Mosedin Tabs 10mg,1,1000,300,lillian
31/12/2021,5:58 pm,Zaha Susp 15mg,Zaha Susp 15mg,1,6000,1800,lillian
31/12/2021,5:58 pm,Curamol Tabs 100s,Curamol Tabs 100's,4,800,380,lillian
31/12/2021,5:58 pm,Panadol Extra 100s,Panadol Extra 100's,10,2000,650,lillian
31/12/2021,5:58 pm,Erythromycin Tabs 250mg,Erythromycin Tabs 250mg,5,1000,515,lillian
31/12/2021,6:35 pm,MIFESO,MIFESO,1,17000,2806.452,KIKOISHAKA
31/12/2021,6:34 pm,Tramadol Injections,Tramadol Injections,3,3000,1350,KIKOISHAKA
31/12/2021,6:29 pm,Always maxi(blue-pink),Always maxi(blue-pink),18,44100,2700,KIKOISHAKA
31/12/2021,6:29 pm,Always Maxi Extra Long,Always Maxi Extra Long,16,39200,5600,KIKOISHAKA
31/12/2021,6:25 pm,Jack & Jill Syp,Jack & Jill Syp,6,18000,1200,KIKOISHAKA
31/12/2021,6:25 pm,Star Ointment,Star Ointment,10,26500,1500,KIKOISHAKA
31/12/2021,6:25 pm,Magnesium Susp.,Magnesium Susp.,30,49500,2400,KIKOISHAKA
31/12/2021,6:25 pm,Cotrim syp 100ml,Cotrim syp 100ml,20,20000,0,KIKOISHAKA
31/12/2021,6:25 pm,Quinine Inj 80mg/2ml(Rotex),Quinine Inj 80mg/2ml(Rotex),20,52000,2000,KIKOISHAKA
31/12/2021,6:25 pm,Inflazone Gel,Inflazone Gel,3,10650,450,KIKOISHAKA
31/12/2021,6:25 pm,Ferrous + Folicacid 100s,Ferrous + Folicacid 100's,10,37000,2000,KIKOISHAKA
31/12/2021,6:25 pm,AgoCold Plus Syp 60ml,Ago Cold Plus Syp 60ml,10,13500,1000,KIKOISHAKA
31/12/2021,6:25 pm,Neomycin Cream,Neomycin Cream,4,10600,600,KIKOISHAKA
31/12/2021,6:25 pm,Toractin Tabs 100s,Toractin Tabs 100's,5,28000,1000,KIKOISHAKA
31/12/2021,6:25 pm,Yeco-Anti-Ulcer,Yeco-Anti-Ulcer,10,52000,2000,KIKOISHAKA
31/12/2021,6:21 pm,HIV Test Kit,HIV Test Kit,2,3000,600,KIKOISHAKA
31/12/2021,6:21 pm,Palaxin Syp 60ml,Palaxin Syp 60ml,1,9500,800,KIKOISHAKA
31/12/2021,6:21 pm,Gauze Roll 90x5 (Small),Gauze Roll 90x5 (Small),3,1950,660,KIKOISHAKA
31/12/2021,6:21 pm,Face Masks 50's,Face Masks 50's,4,720,120,KIKOISHAKA
31/12/2021,6:21 pm,Examination Gloves,Examination Gloves,4,2000,400,KIKOISHAKA
31/12/2021,6:21 pm,Ibumex Susp 100ml,Ibumex Susp 100ml,1,3100,400,KIKOISHAKA
31/12/2021,6:21 pm,Artesunate Inj. 60ml,Artesunate Inj. 60ml,3,9000,1200,KIKOISHAKA
31/12/2021,6:21 pm,Cefix 30ml Syp,Cefix 30ml Syp,1,18500,2030,KIKOISHAKA
